track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,streams,in_apple_playlists,bpm,key,mode,danceability_%
cmo dormi,Rels B,1,2022,8,4,1452,331511413,16,126,C,Major,63
Bad Decisions with BTS  Snoop Dogg,Snoop Dogg BTS Benny Blanco,3,2022,8,5,1456,219196651,53,120,nan,Major,77
STAYING ALIVE feat Drake  Lil Baby,Drake DJ Khaled Lil Baby,3,2022,8,5,2107,170732845,51,130,E,Minor,72
Caile,Luar La L,1,2020,12,18,1494,273914335,17,122,nan,Major,70
Si Te La Encuentras Por Ah,Feid,1,2022,8,5,1379,179061440,23,172,G,Minor,74
GIVENCHY,Duki,1,2022,7,20,625,185236961,13,103,G,Major,61
ALIEN SUPERSTAR,Beyonc,1,2022,7,29,2688,171788484,39,122,A,Minor,55
Mary On A Cross,Ghost,1,2019,9,13,2668,387080183,38,130,B,Major,47
Attention,NewJeans,1,2022,8,1,799,264717480,14,105,A,Minor,81
THE SHADE,Rex Orange County,1,2022,3,11,1189,244928911,17,120,F,Major,90
Come Back Home  From Purple Hearts,Sofia Carson,1,2022,7,12,367,97610446,28,145,G,Major,56
El Rescate,Grupo Marca Registrada Junior H,2,2022,7,22,527,287278853,10,99,G,Minor,79
Heartless,Kanye West,1,2008,1,1,17504,887906111,63,88,A,Minor,79
Stay With Me with Justin Timberlake Halsey  Pharrell,Calvin Harris Halsey Pharrell Williams Justin Timberlake,4,2022,7,15,3113,123473120,54,126,A,Major,81
Siempre Pendientes,Peso Pluma Luis R Conriquez,2,2022,8,15,685,295152154,15,136,nan,Major,77
JGL,Luis R Conriquez La Adictiva,2,2022,2,18,782,323455692,15,113,G,Major,70
Dont You Worry,David Guetta Shakira Black Eyed Peas,3,2022,6,16,2442,240918092,81,132,B,Major,82
Pipoco,Melody Ana Castela Dj Chris No Beat,3,2022,5,20,1112,191873381,22,135,G,Major,77
Hold Me Closer,Elton John Britney Spears,2,2017,11,10,4967,284216603,165,126,nan,Major,67
Forget Me,Lewis Capaldi,1,2022,9,9,2520,239411309,93,102,C,Minor,67
After LIKE,IVE,1,2022,8,22,767,265548837,20,125,nan,Major,68
Bound 2,Kanye West,1,2013,1,1,19806,703301727,33,149,C,Major,37
BOTA Baddest Of Them All  Edit,Interplanetary Criminal Eliza Rose,2,2022,6,15,5153,244585109,102,137,nan,Major,74
Talk that Talk,TWICE,1,2022,8,26,615,189476119,14,120,D,Minor,77
BILLIE EILISH,Armani White,1,2022,1,20,2537,277132266,49,100,C,Major,90
Ferxxo 100,Feid,1,2022,6,3,1647,278920007,20,164,G,Minor,70
KU LO SA  A COLORS SHOW,Oxlade,1,2022,6,10,2019,222410722,117,93,A,Minor,65
Prohibidox,Feid,1,2022,9,13,1473,185392587,25,180,C,Minor,65
Static,Steve Lacy,1,2022,7,15,1613,202452860,21,79,C,Major,34
The Scientist,Coldplay,1,2002,8,5,30992,1608164312,124,146,F,Major,56
Sparks,Coldplay,1,2000,7,10,10826,624101957,24,103,C,Major,37
Talk,YEAT,1,2022,9,2,920,148461629,10,140,E,Minor,70
XQ Te Pones As,Yandel Feid,2,2022,9,13,308,47093942,6,92,A,Major,81
Selfish,PnB Rock,1,2016,6,23,2468,380319238,15,102,C,Minor,64
Sin Se,Ovy On The Drums Quevedo,2,2022,7,22,1097,209106362,18,118,B,Minor,82
Lady Mi Amor,Feid,1,2022,9,13,330,53987404,3,93,D,Major,78
Poland,Lil Yachty,1,2022,6,23,1584,115331792,38,150,F,Minor,70
THE LONELIEST,Mne,1,2022,10,7,1585,225093344,78,130,D,Major,52
Bye Bye,Marshmello Juice WRLD,2,2022,10,14,766,84697729,16,83,D,Minor,65
BABY OTAKU,Fran C Polima WestCoast Nickoog Clk Pablito Pesadilla,4,2022,8,18,836,159240673,14,102,A,Major,84
Nxde,GIDLE,1,2022,10,17,430,170709584,14,136,E,Minor,73
Miss You,Southstar,1,1982,5,16,2020,154356956,77,145,A,Major,66
we fell in love in october,girl in red,1,2018,11,21,6858,723043854,31,130,G,Major,57
2 Be Loved Am I Ready,Lizzo,1,2022,7,14,3682,247689123,41,156,G,Major,72
Celestial,Ed Sheeran,1,2022,9,29,1639,176474912,86,123,D,Major,57
Typa Girl,BLACKPINK,1,2022,9,16,452,235549288,2,132,G,Major,92
I Really Want to Stay at Your House,Rosa Walton Hallie Coggins,2,2020,12,18,668,140430339,0,125,D,Minor,49
California Breeze,Lil Baby,1,2022,10,14,991,85559365,36,162,F,Minor,74
Bamba feat Aitch  BIA,Luciano Aitch B,3,2022,9,22,869,146223492,14,138,A,Major,80
Casei Com a Putaria,MC Ryan SP Love Funk Mc Paiva ZS,3,2022,7,1,648,187701588,0,161,A,Minor,59
Major Distribution,Drake 21 Savage,2,2022,11,4,1545,154863153,22,131,G,Minor,91
Pussy  Millions feat Travis Scott,Drake Travis Scott 21 Savage,3,2022,11,4,1930,191333656,24,122,E,Minor,75
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,253650850,12,80,E,Minor,80
Question,Taylor Swift,1,2022,10,21,1608,223064273,10,109,G,Major,75
On BS,Drake 21 Savage,2,2022,11,4,1338,170413877,9,158,A,Major,84
Mastermind,Taylor Swift,1,2022,10,21,1936,218320587,7,126,E,Major,66
Circo Loco,Drake 21 Savage,2,2022,11,4,1794,141720999,26,104,C,Major,73
Labyrinth,Taylor Swift,1,2022,10,21,1597,187339835,6,110,nan,Major,48
Spin Bout U,Drake 21 Savage,2,2022,11,4,1652,198365537,26,130,G,Major,77
Sweet Nothing,Taylor Swift,1,2022,10,21,1747,186104310,9,177,nan,Major,34
Wouldve Couldve Shouldve,Taylor Swift,1,2022,10,21,1715,177503916,4,158,G,Major,48
Con La Brisa,Ludwig Goransson Foudeqush,2,2022,11,4,486,71095708,8,114,D,Minor,62
Privileged Rappers,Drake 21 Savage,2,2022,11,4,1007,112436403,6,144,F,Major,93
The Astronaut,Jin,1,2022,10,28,481,203436468,10,125,F,Major,54
BackOutsideBoyz,Drake,1,2022,11,4,1045,93367537,8,142,F,Minor,85
Broke Boys,Drake 21 Savage,2,2022,11,4,1060,106249219,3,120,D,Major,64
The Great War,Taylor Swift,1,2022,10,21,1274,181382590,1,96,F,Major,57
My Mind  Me,Selena Gomez,1,2022,11,3,953,91473363,61,144,A,Major,60
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,121871870,4,166,F,Major,42
A Veces feat Feid,Feid Paulo Londra,2,2022,11,3,573,73513683,2,92,C,Major,80
En La De Ella,Feid Sech Jhayco,3,2022,10,20,1320,133895612,29,97,C,Major,82
Alone,Burna Boy,1,2022,11,4,782,96007391,27,90,E,Minor,61
